Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Highlander 2014 Red,"₦ 14,500,000",₦ 15.48 M ~ 16.15 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/108256207_NjIwLTQ2NS0wOGQ4OTMwODA2.webp,https://pictures-nigeria.jijistatic.com/108256207_MTExLTgzLTA4ZDg5MzA4MDY.webp | https://pictures-nigeria.jijistatic.com/108256147_MTExLTgzLTlhODgyYmQxNGU.webp | https://pictures-nigeria.jijistatic.com/108256154_MTExLTgzLWQ1Mzk5ZDVjZTQ.webp | https://pictures-nigeria.jijistatic.com/108256153_MTExLTgzLTQ2MWFhMjJjZTQ.webp | https://pictures-nigeria.jijistatic.com/108256175_MTExLTgzLTgxZWZjNGVjMjM.webp,Automatic,741237 km,Petrol,Foreign Used,,ID motors,https://jiji.ng/amuwo-odofin/cars/toyota-highlander-2014-red-akL0DNObjFgFF36To04YtQIk.html,No faults,Toyota,Highlander,2014,Red,No,XLE 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,7-8,,,,
Mercedes-Benz M Class ML 350 4Matic 2012 White,"₦ 11,500,000,",₦ 10.8 M ~ 11.46 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/115459073_NjIwLTcxMC0yZTg4MmFiZWI1.webp,https://pictures-nigeria.jijistatic.com/115459073_MTExLTEyNy0yZTg4MmFiZWI1.webp | https://pictures-nigeria.jijistatic.com/115459075_MTExLTEyNi00MmIxNWQ3MmYy.webp | https://pictures-nigeria.jijistatic.com/115459074_MTExLTEzNC01NTk5YWUyNThh.webp | https://pictures-nigeria.jijistatic.com/115459077_MTExLTg3LTBmNTkyMjcyODE.webp | https://pictures-nigeria.jijistatic.com/115459080_MTExLTg4LWMwYWVmYjVkOTk.webp,Automatic,,Petrol,Nigerian Used,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Parking Assist | Roof Rack | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Armrests | Electric Windows | Sidesteps | Leather Seats | Anti-Lock Brakes | Front Fog Lamps | CarPlay,Ahmad Oyemomi,https://jiji.ng/ojodu/cars/mercedes-benz-m-class-ml-350-4matic-2012-white-cYmAZDjp38dhA9d7iiJzuSJO.html,"First owner, No faults, Unpainted",Mercedes-Benz,M Class,2012,White,Yes,ML 350 4Matic,SUV,All Wheel,3500           cc,6,302           hp,5,Yes,,,
Toyota RAV4 V6 2007 Black,"₦ 3,400,000,",₦ 3.49 M ~ 3.6 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/114665605_NjIwLTQ2NS00YTlmYzM3ZGVk.webp,https://pictures-nigeria.jijistatic.com/114665605_MTExLTgzLTRhOWZjMzdkZWQ.webp | https://pictures-nigeria.jijistatic.com/114665609_MTExLTgzLTU0NGVlMjc3ZmI.webp | https://pictures-nigeria.jijistatic.com/114665612_MTExLTgzLTA4NzE1ZTYyYjk.webp | https://pictures-nigeria.jijistatic.com/114665613_MTExLTgzLWFhYzcwMGYwODY.webp | https://pictures-nigeria.jijistatic.com/114665618_MTExLTgzLWZjYThlZGQwMWI.webp,Automatic,100000 km,Petrol,Nigerian Used,Air Conditioning | Alloy Wheels | Cup Holders | AM/FM Radio | LED Headlights | Front Fog Lamps | Airbags,FUNTO AUTOLAND,https://jiji.ng/surulere/cars/toyota-rav4-v6-2007-black-OZQsZr3Zqi2p53f7mejrNZi.html,No faults,Toyota,RAV4,2007,Black,Yes,V6,SUV,All Wheel,3500           cc,6,,5,,,,
BMW 3 Series 2005 Silver,"₦ 1,000,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/115548173_NjIwLTgyNy05NjYyZDg3NzJmLTE.webp,https://pictures-nigeria.jijistatic.com/115548173_MTExLTE0OC05NjYyZDg3NzJmLTE.webp | https://pictures-nigeria.jijistatic.com/115548174_MTExLTE0OC0zZDgyMDQ5YzM4LTE.webp | https://pictures-nigeria.jijistatic.com/115543738_MTExLTgzLWFkYmVlMmE2MWUtMQ.webp | https://pictures-nigeria.jijistatic.com/115548175_MTExLTE0OC1mNzFjMjMyYTg0LTE.webp | https://pictures-nigeria.jijistatic.com/115543734_MTExLTgzLTYyNDQ5MmY2MDktMQ.webp,Automatic,,,Nigerian Used,,Glidestar Auto&#39;s,https://jiji.ng/port-harcourt/cars/bmw-3-series-2005-silver-52XPtgJUG8465FTl9SfPtdR7.html,"Gear issue, Need repair, Unpainted",BMW,3 Series,2005,Silver,,,,,,,,,,,,
Lexus ES 350 2008 Blue,"₦ 3,550,000,",₦ 3.9 M ~ 4.2 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117214491_NjIwLTgyNy1lY2NlM2E3ODdl.webp,https://pictures-nigeria.jijistatic.com/117214491_MTExLTE0OC1lY2NlM2E3ODdl.webp | https://pictures-nigeria.jijistatic.com/117214499_MTExLTgzLTY5N2E0OTk5ODM.webp | https://pictures-nigeria.jijistatic.com/117214645_MTExLTExMS0xNzY0ZWE3ZWMx.webp | https://pictures-nigeria.jijistatic.com/117214658_MTExLTgzLTJjNTBjY2VmZDU.webp | https://pictures-nigeria.jijistatic.com/117214725_MTExLTExMS1lNDM3ZGUwODZm.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Samuel Uzah,https://jiji.ng/port-harcourt/cars/lexus-es-350-2008-blue-yM73nP7jXJBzYICUbOmwccSS.html,No faults,Lexus,ES,2008,Blue,Yes,350,Sedan,Front,,6,,5,No,,,
Lexus GX 2010 Gray,"₦ 17,900,000",₦ 17.5 M ~ 18.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/112791001_NjIwLTgyOC02YTYwZGEzNGU3.webp,https://pictures-nigeria.jijistatic.com/112791001_MTExLTE0OC02YTYwZGEzNGU3.webp | https://pictures-nigeria.jijistatic.com/112790993_MTExLTE0OC0yOGU3NmE4NGUy.webp | https://pictures-nigeria.jijistatic.com/112790991_MTExLTE0OC1mNmI5ZGJmNGNh.webp | https://pictures-nigeria.jijistatic.com/112790995_MTExLTgzLWFmYWI1M2Q3ODM.webp | https://pictures-nigeria.jijistatic.com/112791002_MTExLTgzLTg5MjNjOTdkNzI.webp,Automatic,,,Foreign Used,Electric Mirrors | Traction Control | Electric Windows | Leather Seats | CD Player | Front Fog Lamps | Armrests | Air Conditioning | Alloy Wheels | Anti-Lock Brakes | Xenon Lights | Winch | Airbags | AM/FM Radio | Cup Holders,baseline autos,https://jiji.ng/isolo/cars/lexus-gx-2010-gray-5vXcwsHP3mnNEhP7Isdoji2R.html,No faults,Lexus,GX,2010,Gray,No,,,,,,,,,,,
Lexus RX 350 2019 Black,"₦ 32,000,000",₦ 29.41 M ~ 31.65 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/111175448_NjIwLTQ2NS1hZDg3NjRmN2U5.webp,https://pictures-nigeria.jijistatic.com/111175448_MTExLTgzLWFkODc2NGY3ZTk.webp | https://pictures-nigeria.jijistatic.com/111175449_MTExLTgzLTQ0ODkyNzI4ZTk.webp | https://pictures-nigeria.jijistatic.com/111175451_MTExLTgzLTcyODE3ZTBjOWI.webp | https://pictures-nigeria.jijistatic.com/111175459_MTExLTgzLTNiN2Y2M2E5MzY.webp | https://pictures-nigeria.jijistatic.com/111175465_MTExLTgzLTIxZjI3ODI5YTc.webp,Automatic,,,Foreign Used,,Henry Magege,https://jiji.ng/jabi/cars/lexus-rx-350-2019-black-pzTKpBmbjCnLmkJj9v2CMLf2.html,No faults,Lexus,RX 350,2019,Black,No,,,,,,,,,,,
Volkswagen Golf 2000 Red,"₦ 1,550,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117167945_NjIwLTgyNy0wZDA5NjhhYTcx.webp,https://pictures-nigeria.jijistatic.com/117167945_MTExLTE0OC0wZDA5NjhhYTcx.webp | https://pictures-nigeria.jijistatic.com/117168073_MTExLTE0OC0yOThhZTZmMWE3.webp | https://pictures-nigeria.jijistatic.com/117168074_MTExLTE0OC05MTkwNjYyYzU3.webp | https://pictures-nigeria.jijistatic.com/117168075_MTExLTE0OC1hYjU3OWUxYzU4.webp | https://pictures-nigeria.jijistatic.com/117168076_MTExLTE0OC05ZjI2NzllZGI3.webp,Automatic,,,Nigerian Used,,Anselem Ezih,https://jiji.ng/port-harcourt/cars/volkswagen-golf-2000-red-wHOX4NeaovlnpVsGhKr7UH2W.html,No faults,Volkswagen,Golf,2000,Red,Yes,,,,,,,,,,,
Toyota Venza LE AWD 2013 Gray,"₦ 11,550,000",₦ 10.5 M ~ 10.98 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/112518429_NjIwLTQ2NS1kNmIxMWUwNjQ1.webp,https://pictures-nigeria.jijistatic.com/112518429_MTExLTgzLWQ2YjExZTA2NDU.webp | https://pictures-nigeria.jijistatic.com/112518463_MTExLTgzLTEzOWE3ZGYyOTk.webp | https://pictures-nigeria.jijistatic.com/112542596_MTExLTE0OC1kMjgzZDhhMjU1.webp | https://pictures-nigeria.jijistatic.com/112518450_MTExLTgzLWIxMmNiYjZlNjI.webp | https://pictures-nigeria.jijistatic.com/112518439_MTExLTgzLTc1NWNjNGMyMTY.webp,Automatic,78606 km,Petrol,Foreign Used,Sunroof | Electric Windows | Leather Seats | Parking Sensors | Airbags | Alloy Wheels | CD Player | AM/FM Radio | Air Conditioning | Electric Mirrors,Chuks Nzenwata,https://jiji.ng/surulere/cars/toyota-venza-le-awd-2013-gray-kl5UKy08QpTJwAzGfH8nZMTX.html,"No faults, Unpainted",Toyota,Venza,2013,Gray,,LE AWD,Crossover,All Wheel,2700           cc,4,181           hp,5,,,,
Lexus GX 460 2010 Red,"₦ 17,300,000",₦ 17.5 M ~ 18.5 M,"Lagos, Ojota",https://pictures-nigeria.jijistatic.com/116072062_NjIwLTQ2NS01NDhjMGRkMDQ0.webp,https://pictures-nigeria.jijistatic.com/116072062_MTExLTgzLTU0OGMwZGQwNDQ.webp | https://pictures-nigeria.jijistatic.com/116072071_MTExLTgzLWEyYTRhYjI0MDQ.webp | https://pictures-nigeria.jijistatic.com/116072063_MTExLTgzLWJjOTUyN2JkMDg.webp | https://pictures-nigeria.jijistatic.com/116072064_MTExLTE0OC1iYzcyNTU0ZjRm.webp | https://pictures-nigeria.jijistatic.com/116072067_MTExLTgzLTRkMzdjN2Q5ZWE.webp,Automatic,86000 km,Petrol,Foreign Used,,Chinwendu Oha,https://jiji.ng/ojota/cars/lexus-gx-460-2010-red-pvJS20xkLMvUTzRb8dTEQe9F.html,"Unpainted, Original parts, No faults",Lexus,GX,2010,Red,No,460,SUV,All Wheel,4600           cc,8,305           hp,7,,,,
Toyota RAV4 2010 Black,"₦ 4,150,000",₦ 4.2 M ~ 4.4 M,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/115190832_NjIwLTgyNy1mODYwZGQzMDRk.webp,https://pictures-nigeria.jijistatic.com/115190832_MTExLTE0OC1mODYwZGQzMDRk.webp | https://pictures-nigeria.jijistatic.com/115190830_MTExLTE0OC02NGU3Y2QyMjM4.webp | https://pictures-nigeria.jijistatic.com/115190817_MTExLTE0OC0zNDIzMDRlMzAy.webp | https://pictures-nigeria.jijistatic.com/115190816_MTExLTE0OC0wMGNkNzAzOWU2.webp | https://pictures-nigeria.jijistatic.com/112878119_MTExLTgzLTYzZDExNDIwNTM.webp,Automatic,100000 km,,Nigerian Used,Electric Windows | Air Conditioning | Sidesteps | Blind Spot Monitor | Android Auto | Parking Sensors | Airbags | Electric Mirrors | AM/FM Radio | Airbags | CarPlay | Air Conditioning | Alloy Wheels | Alloy Wheels | Cruise Control | Parking Assist | Anti-Lock Brakes | Bullbar | LED Headlights | CD Player | CD Player | Armrests | AM/FM Radio | Cup Holders | Roof Rack | Front Fog Lamps,akindele walcot,https://jiji.ng/kaduna-north/cars/toyota-rav4-2010-black-oOE9mMH5rExYJC6PDJUCZ0wn.html,No faults,Toyota,RAV4,2010,Black,Yes,,,,,,,,,,,
Toyota Highlander 2008 White,"₦ 8,500,000,",₦ 8 M ~ 8.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/116586551_NjIwLTQ2NS04Y2FkNWM5YjBj.webp,https://pictures-nigeria.jijistatic.com/116586551_MTExLTgzLThjYWQ1YzliMGM.webp | https://pictures-nigeria.jijistatic.com/116586566_MTExLTgzLTBmYTg1ZWY5YjM.webp | https://pictures-nigeria.jijistatic.com/116586575_MTExLTgzLTc1ZWY1M2YyN2E.webp | https://pictures-nigeria.jijistatic.com/116586578_MTExLTgzLWQzZTYwNjYxYTk.webp | https://pictures-nigeria.jijistatic.com/116586580_MTExLTgzLWQxMmEwZWQ5ODM.webp,Automatic,80000 km,,Foreign Used,Electric Windows | Leather Seats | Cup Holders | Front Fog Lamps | Air Conditioning | Electric Mirrors | Roof Rack | Alloy Wheels | LED Headlights | CD Player,Ifeanyi David motors,https://jiji.ng/apapa/cars/toyota-highlander-2008-white-s1xMvWJY6KCIBjbNKFKpH4Mv.html,No faults,Toyota,Highlander,2008,White,No,,,,,,,,No,,,
Toyota Highlander XLE 2019 Black,"₦ 19,500,000",₦ 23 M ~ 24.86 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/113820238_NjIwLTc3MS1mNzFiMDQyODIx.webp,https://pictures-nigeria.jijistatic.com/113820238_MTExLTEzOC1mNzFiMDQyODIx.webp | https://pictures-nigeria.jijistatic.com/113820233_MTExLTEzNy1hMWY5MThjZmRh.webp | https://pictures-nigeria.jijistatic.com/113820236_MTExLTEzNy0zYTc2ZDQ5N2Vk.webp | https://pictures-nigeria.jijistatic.com/113820234_MTExLTE0NC1lZTEwNDE0NGUy.webp | https://pictures-nigeria.jijistatic.com/113820229_MTExLTgxLWMwMTg3ZDM0ZmI.webp,Automatic,60000 km,,Foreign Used,,Samson Abah,https://jiji.ng/gwarinpa/cars/toyota-highlander-xle-2019-black-7WTx9qSZc8JFkZbvguus6Pxv.html,"Unpainted, No faults",Toyota,Highlander,2019,Black,No,XLE,,,,,295           hp,,,,,
Toyota Sienna CE 2005,"₦ 2,000,000",,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/114553268_NjIwLTgyNy05YTVhYTNmMjk0.webp,https://pictures-nigeria.jijistatic.com/114553268_MTExLTE0OC05YTVhYTNmMjk0.webp | https://pictures-nigeria.jijistatic.com/114553274_MTExLTE0OC1mYjM0NWRhNTNl.webp | https://pictures-nigeria.jijistatic.com/114553288_MTExLTE0OC0zMmRhZmZlMGRl.webp | https://pictures-nigeria.jijistatic.com/114553306_MTExLTE0OC1mYmJiNTMzZjE3.webp | https://pictures-nigeria.jijistatic.com/114553307_MTExLTE0OC1iOWVlZGNiMWMx.webp,Manual,,Petrol,Nigerian Used,CD Player | AM/FM Radio | Alloy Wheels | Air Conditioning | Leather Seats,Prince Temi,https://jiji.ng/akure-south/cars/toyota-sienna-ce-2005-bxVguLMMCi1deZZQjYGmlpsh.html,"No faults, Original parts",Toyota,Sienna,2005,Other,Yes,CE,Minivan,Front Wheel,3300           cc,6,233           hp,7,No,,,
Toyota Tacoma Access Cab Automatic 2010 Black,"₦ 7,450,000",₦ 9.66 M ~ 10.44 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/91163025_NjIwLTQ2NS05MTM0NjQ5NjBl.webp,https://pictures-nigeria.jijistatic.com/91163025_MTExLTgzLTkxMzQ2NDk2MGU.webp | https://pictures-nigeria.jijistatic.com/91163057_MTExLTgzLTcyZjc3NzI0YTc.webp | https://pictures-nigeria.jijistatic.com/91163059_MTExLTgzLTI4NzI5OTYxMTI.webp | https://pictures-nigeria.jijistatic.com/91163061_MTExLTgzLTc4ZWYxZWQ4Njk.webp | https://pictures-nigeria.jijistatic.com/91163062_MTExLTgzLTI5MWMxOGIwMzg.webp,Automatic,112850 km,Petrol,Foreign Used,,Olayinka Esan,https://jiji.ng/alimosho/cars/toyota-tacoma-access-cab-automatic-2010-black-uJsLJnmWUdYIgzIN3vNHQQfF.html,No faults,Toyota,Tacoma,2010,Black,No,Access Cab Automatic,Pickup,Rear Wheel,2700           cc,4,161           hp,4,,,,
Toyota Avalon 2011 Silver,"₦ 7,500,000,",₦ 5.8 M ~ 6.14 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/114447038_NjIwLTQ2NS01OWVkNzRmZTg4.webp,https://pictures-nigeria.jijistatic.com/114447038_MTExLTgzLTU5ZWQ3NGZlODg.webp | https://pictures-nigeria.jijistatic.com/114447036_MTExLTgzLWNhMDczZGE3MjQ.webp | https://pictures-nigeria.jijistatic.com/114447037_MTExLTgzLTk2MjgxMjU0NmU.webp | https://pictures-nigeria.jijistatic.com/114447033_MTExLTgzLThhOTZiN2RlMzQ.webp | https://pictures-nigeria.jijistatic.com/114447034_MTExLTgzLWE3NDFiYzMwYTU.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Armrests | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | Sunroof,Babatunde Afolayan,https://jiji.ng/surulere/cars/toyota-avalon-2011-silver-rCjNn0EwMcwlPIQae7jcCCF7.html,No faults,Toyota,Avalon,2011,Silver,No,Limited Sedan FWD (3.5L 6cyl 6A),Sedan,Front Wheel,3500           cc,6,268           hp,5,No,,,
Lexus GX 2011 Gray,"₦ 14,000,000,",₦ 14.32 M ~ 14.82 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/114549551_NjIwLTQ2NS0wNzExYmUyOTYz.webp,https://pictures-nigeria.jijistatic.com/114549551_MTExLTgzLTA3MTFiZTI5NjM.webp | https://pictures-nigeria.jijistatic.com/114549520_MTExLTgzLWYzNWI2YzQ5ZGI.webp | https://pictures-nigeria.jijistatic.com/114549541_MTExLTgzLTE5ZTI2MDczNDU.webp | https://pictures-nigeria.jijistatic.com/114549542_MTExLTgzLTdiMjQ3ODA1MjQ.webp | https://pictures-nigeria.jijistatic.com/114549545_MTExLTgzLTVlZmRhZmExZmQ.webp,Automatic,,,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Cruise Control | Cup Holders | Electric Mirrors | Leather Seats | Sidesteps | Sunroof,Ogonna Emmanuel,https://jiji.ng/port-harcourt/cars/lexus-gx-2011-gray-55SwR4W6vAKtp0StphzGR4O2.html,"No faults, Original parts",Lexus,GX,2011,Gray,Yes,,,,,,,,Yes,,,
Honda CR-V 2.4 EX Automatic 2009 Gold,"₦ 5,550,000,",,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117217467_NjIwLTgyNy1mZjc3NzNiMzI0.webp,https://pictures-nigeria.jijistatic.com/117217467_MTExLTE0OC1mZjc3NzNiMzI0.webp | https://pictures-nigeria.jijistatic.com/117217515_MTExLTE0OC0xMDI0MzE4OGUz.webp | https://pictures-nigeria.jijistatic.com/117217513_MTExLTgzLWI1NGVhMDAwOTc.webp | https://pictures-nigeria.jijistatic.com/117217516_MTExLTE0OC05NjEyZDQwYmE2.webp | https://pictures-nigeria.jijistatic.com/117217514_MTExLTE0OC1iNGM4N2Q4Njc2.webp,Automatic,,Petrol,Foreign Used,,Frank Onebunne,https://jiji.ng/alimosho/cars/honda-cr-v-2-4-ex-automatic-2009-gold-v4NpVG9Rr23titQ12mSJjOGq.html,No faults,Honda,CR-V,2009,Gold,No,2.4 EX Automatic,,Front Wheel,2400           cc,4,168           hp,5,No,,,
Lexus NX 2017 White,"₦ 16,500,000",,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/109122865_NjIwLTQ2NS02YTk2OThlMjhk.webp,https://pictures-nigeria.jijistatic.com/109122865_MTExLTgzLTZhOTY5OGUyOGQ.webp | https://pictures-nigeria.jijistatic.com/109122911_MTExLTgzLTVmNDg5MzYyMGQ.webp | https://pictures-nigeria.jijistatic.com/109122819_MTExLTgzLTEyNGFiMzcyZTc.webp | https://pictures-nigeria.jijistatic.com/109122869_MTExLTgzLWFhNDEyYjI5OGQ.webp | https://pictures-nigeria.jijistatic.com/109122839_MTExLTgzLTdkMjM3OTg1Mjc.webp,Automatic,,,Nigerian Used,,Justcars Ng,https://jiji.ng/ifako-ijaiye/cars/lexus-nx-2017-white-Bi4GMvDHXtrk6rfdLXV4hbg.html,"No faults, Unpainted, Original parts",Lexus,NX,2017,White,,,,,,,,,,,,
Toyota Tacoma 4x4 Double Cab 2008 Blue,"₦ 9,200,000",₦ 8.5 M ~ 8.55 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/113974445_NjIwLTQ2NS00Y2JkZjFjMGFh.webp,https://pictures-nigeria.jijistatic.com/113974445_MTExLTgzLTRjYmRmMWMwYWE.webp | https://pictures-nigeria.jijistatic.com/113974451_MTExLTgzLWM0MGQwNzg5YjQ.webp | https://pictures-nigeria.jijistatic.com/113974438_MTExLTgzLWRmZTRjMTBjYWM.webp | https://pictures-nigeria.jijistatic.com/113974440_MTExLTgzLWZiMmUyMTVmNTM.webp | https://pictures-nigeria.jijistatic.com/113974454_MTExLTgzLTI1OGEyMWM3Nzc.webp,Automatic,145000 km,Petrol,Foreign Used,,Jide,https://jiji.ng/magodo/cars/toyota-tacoma-4x4-double-cab-2008-blue-BZu8bQH5C38LsYMtJ9UNXOfk.html,"No faults, Unpainted, Original parts",Toyota,Tacoma,2008,Blue,No,4x4 Double Cab,Pickup,All Wheel,4000           cc,6,239           hp,5,,,,
Toyota Highlander 2009 Gray,"₦ 5,800,000",₦ 8.4 M ~ 8.7 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/116096957_NjIwLTQ2NS05ZGM5YzQzZjUz.webp,https://pictures-nigeria.jijistatic.com/116096957_MTExLTgzLTlkYzljNDNmNTM.webp | https://pictures-nigeria.jijistatic.com/116096961_MTExLTgzLWE2YzI5MjVkMjU.webp | https://pictures-nigeria.jijistatic.com/116096966_MTExLTgzLTVlYTczZWZiYjE.webp | https://pictures-nigeria.jijistatic.com/116096969_MTExLTgzLTMxNTI3Y2Y0MDI.webp | https://pictures-nigeria.jijistatic.com/116096971_MTExLTgzLTdkZjE2OGZhMGU.webp,Automatic,98000 km,,Foreign Used,,Adolphs autos,https://jiji.ng/gwarinpa/cars/toyota-highlander-2009-gray-3bU4a7W4WmNImXbjh1JPwFJP.html,No faults,Toyota,Highlander,2009,Gray,Yes,,,,,,,,Yes,,,
Mercedes-Benz GLK-Class 350 SUV 2013 White,"₦ 12,850,000",₦ 11.77 M ~ 12.53 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/114054815_NjIwLTQ1OC1lMjAyNTdjYWY2.webp,https://pictures-nigeria.jijistatic.com/114054815_MTExLTgyLWUyMDI1N2NhZjY.webp | https://pictures-nigeria.jijistatic.com/114054840_MTExLTgyLTYzMzkzNmU2NWM.webp | https://pictures-nigeria.jijistatic.com/114054839_MTExLTg5LTYzN2MwMWEwZDg.webp | https://pictures-nigeria.jijistatic.com/114054818_MTExLTc1LTg3MTlmMjAxN2Y.webp | https://pictures-nigeria.jijistatic.com/114054817_MTExLTEzMS0wZTE1OWQ4ODJj.webp,Automatic,63801 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio,Madu Shakur Onyeze,https://jiji.ng/gudu/cars/mercedes-benz-glk-class-350-suv-2013-white-dDSYhpmWhuqFHgFmfIO8Mcu0.html,"No faults, Unpainted, Original parts",Mercedes-Benz,GLK-Class,2013,White,No,350 SUV,SUV,Rear Wheel,3500           cc,6,302           hp,5,Yes,,,
Toyota Land Cruiser 2020 Black,"₦ 175,000,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/112739708_NjIwLTQ2NS1jYzlhMjU2MzA0.webp,https://pictures-nigeria.jijistatic.com/112739708_MTExLTgzLWNjOWEyNTYzMDQ.webp | https://pictures-nigeria.jijistatic.com/112739713_MTExLTgzLWViYmFlZGUxY2E.webp | https://pictures-nigeria.jijistatic.com/112739699_MTExLTgzLWUzNDIzYzVkZWM.webp | https://pictures-nigeria.jijistatic.com/112739700_MTExLTgzLTAzMTYxOTg4ZmQ.webp | https://pictures-nigeria.jijistatic.com/112739698_MTExLTgzLTU1ZTM3N2FlMzk.webp,Automatic,78000 km,,Foreign Used,Alloy Wheels | AM/FM Radio | CD Player | Air Conditioning | Alloy Wheels | Airbags | Airbags | AM/FM Radio | Air Conditioning | CD Player,akindele walcot,https://jiji.ng/gwarinpa/cars/toyota-land-cruiser-2020-black-ilYbWdNgFJUYZVHVDm0JMzkn.html,No faults,Toyota,Land Cruiser,2020,Black,No,,,,,,,,No,,,
Lexus ES 350 FWD 2014 Red,"₦ 11,750,000,",₦ 12.5 M ~ 13.14 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/117363411_NjIwLTgyNy1hNWUxYjY2Nzgx.webp,https://pictures-nigeria.jijistatic.com/117363411_MTExLTE0OC1hNWUxYjY2Nzgx.webp | https://pictures-nigeria.jijistatic.com/117363413_MTExLTE0OC0xN2YyOWI2Mjk4.webp | https://pictures-nigeria.jijistatic.com/117363409_MTExLTE0OC1hMzYzM2I2ZGVh.webp | https://pictures-nigeria.jijistatic.com/117363407_MTExLTE0OC03ODU1NGU3ZGQ1.webp | https://pictures-nigeria.jijistatic.com/117363410_MTExLTE0OC04NTUyNDI2ZWE5.webp,Automatic,,Petrol,Foreign Used,,Money Forest,https://jiji.ng/central-business-district/cars/lexus-es-350-fwd-2014-red-BKiSDs11VzkzxRGSoOWLmA5t.html,No faults,Lexus,ES,2014,Red,No,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,5,,,,
Mercedes-Benz GLE-Class 2016 Gray,"₦ 20,000,000",₦ 24.05 M ~ 25.3 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/101257840_NjIwLTYxOC02OTFkMjRhNTkz.webp,https://pictures-nigeria.jijistatic.com/101257840_MTExLTExMS02OTFkMjRhNTkz.webp | https://pictures-nigeria.jijistatic.com/101257834_MTExLTEwOC1hZDM3YTk5NDVk.webp | https://pictures-nigeria.jijistatic.com/101257829_MTExLTExMC02YzJmYzE4NTU4.webp | https://pictures-nigeria.jijistatic.com/101257828_MTExLTExMS1hNTMwNGIxYTk0.webp | https://pictures-nigeria.jijistatic.com/101257833_MTExLTExMS1jYzE5Yzc1OGQ1.webp,Automatic,70000 km,,Foreign Used,,AK AUTOS EMPIRE,https://jiji.ng/jabi/cars/mercedes-benz-gle-class-2016-gray-e1LC2dcZ3Gy7lsbu6cNKfpkl.html,No faults,Mercedes-Benz,GLE-Class,2016,Gray,No,"GLE350 Exclusive Sport Utility 4-Door (3.5L, 6cyl Turbo)",,,3500           cc,6,,,,,,
