Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Chevrolet Tahoe LS 2008 Blue,"₦ 5,000,000",,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/106295666_NjIwLTgyNy04ZGJjYWU3ZWEx.webp,https://pictures-nigeria.jijistatic.com/106295666_MTExLTE0OC04ZGJjYWU3ZWEx.webp | https://pictures-nigeria.jijistatic.com/106295669_MTExLTE0OC0xNDBlZWQwYWQ4.webp | https://pictures-nigeria.jijistatic.com/106295667_MTExLTE0OC02NGFjNTJjNzg4.webp | https://pictures-nigeria.jijistatic.com/106295673_MTExLTE0OC01MDkwNDVlMTQ2.webp | https://pictures-nigeria.jijistatic.com/106295674_MTExLTgzLWI5ODVlMTc2MDY.webp,Automatic,121854 km,,Foreign Used,,Kenvic Autos ltd..,https://jiji.ng/ojodu/cars/chevrolet-tahoe-ls-2008-blue-uxr3x8N6oz4Lw2VuTXEVrvOH.html,No faults,Chevrolet,Tahoe,2008,LS,SUV,Rear Wheel,4800           cc,8,300           hp,Blue,6,Yes,,,,
Toyota RAV4 Limited 4x4 2007 Silver,"₦ 3,300,000,",₦ 3.5 M ~ 3.6 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117329135_NjIwLTQ2NS1jYjA4ZTQ2ODhl.webp,https://pictures-nigeria.jijistatic.com/117329135_MTExLTgzLWNiMDhlNDY4OGU.webp | https://pictures-nigeria.jijistatic.com/117329136_MTExLTgzLWE5NmMyMWJiNTA.webp | https://pictures-nigeria.jijistatic.com/117329138_MTExLTgzLWYzZjQzNDRhODg.webp | https://pictures-nigeria.jijistatic.com/117329141_MTExLTgzLTA0NWUzYmFhNWI.webp | https://pictures-nigeria.jijistatic.com/117329143_MTExLTgzLTQ2YzQ2ODY2ODc.webp,Automatic,129000 km,Petrol,Nigerian Used,,Afolabi Yinusa,https://jiji.ng/ojodu/cars/toyota-rav4-limited-4x4-2007-silver-6tnq5FseAtk6SvjTOm0Zi2eZ.html,First owner,Toyota,RAV4,2007,Limited 4x4,SUV,All Wheel,2400           cc,4,166           hp,Silver,5,Yes,,,,
Mercedes-Benz M Class 2014 Blue,"₦ 17,800,000,",₦ 14.88 M ~ 15.5 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/116427375_NjIwLTgyNy04MDI0NGJiNWYw.webp,https://pictures-nigeria.jijistatic.com/116427375_MTExLTE0OC04MDI0NGJiNWYw.webp | https://pictures-nigeria.jijistatic.com/116422529_MTExLTE0OC00MTkxMWQ2OWU2.webp | https://pictures-nigeria.jijistatic.com/116427377_MTExLTE0OC0xZTEwOTY4M2Fl.webp | https://pictures-nigeria.jijistatic.com/116422527_MTExLTgzLTBkNzU5NDBkNzU.webp | https://pictures-nigeria.jijistatic.com/116427386_MTExLTE0OC04ODg4NzdjNjNj.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Sunroof | Traction Control,Femi David,https://jiji.ng/magodo/cars/mercedes-benz-m-class-2014-blue-yxly7iPElFLeIbvTDavtXUmK.html,No faults,Mercedes-Benz,M Class,2014,ML550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),SUV,All Wheel,4700           cc,8,402           hp,Blue,5,,No,,,
Toyota Crown 2006 Black,"₦ 1,999,999",,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/94086444_NjIwLTQ2NS03NjNhYzZkNGNj.webp,https://pictures-nigeria.jijistatic.com/94086444_MTExLTgzLTc2M2FjNmQ0Y2M.webp | https://pictures-nigeria.jijistatic.com/94086473_MTExLTgzLWM5NDQ3YzY1YTI.webp | https://pictures-nigeria.jijistatic.com/94086474_MTExLTgzLWVkNTQ1ODljNGQ.webp | https://pictures-nigeria.jijistatic.com/94086477_MTExLTgzLWMyZWFmOTY0ODc.webp | https://pictures-nigeria.jijistatic.com/94086478_MTExLTgzLWMyZmFmYjUyYjQ.webp,Automatic,,,Nigerian Used,,Okopi Autos,https://jiji.ng/ojodu/cars/toyota-crown-2006-black-3ReOEZADZmaEDTruzl7nUSCz.html,No faults,Toyota,Crown,2006,,,,,,,Black,,Yes,Yes,,,
Toyota Camry 2007 Green,"₦ 4,162,500",,,https://pictures-nigeria.jijistatic.com/117229031_NjIwLTQ2NS02ZDZhZjZmOTU0.webp,https://pictures-nigeria.jijistatic.com/117229031_MTExLTgzLTZkNmFmNmY5NTQ.webp | https://pictures-nigeria.jijistatic.com/117229040_MTExLTgzLTAzMjVlZjdlNTU.webp | https://pictures-nigeria.jijistatic.com/117229038_MTExLTgzLThhMDZkN2Q0ZWM.webp | https://pictures-nigeria.jijistatic.com/117229034_MTExLTgzLTZmMTlkZGFhMjk.webp | https://pictures-nigeria.jijistatic.com/117229100_MTExLTgzLTU2NWFkYTYzMTQ.webp,,,,,,Cars45,https://jiji.ng/ibadan/cars/toyota-camry-2007-green-6wVtDFwCjAMH3VfqBxvLBbay.html,,,,,,,,,,,,,,,,,
Toyota Highlander 2004 Green,"₦ 2,650,000,",₦ 2.7 M ~ 2.97 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117163408_NjIwLTQ2NS05YWY4NDE1M2I2.webp,https://pictures-nigeria.jijistatic.com/117163408_MTExLTgzLTlhZjg0MTUzYjY.webp | https://pictures-nigeria.jijistatic.com/117163352_MTExLTgzLTM2NmNiYzQwNWY.webp | https://pictures-nigeria.jijistatic.com/117163333_MTExLTgzLTlkYzNlNDVhNDk.webp | https://pictures-nigeria.jijistatic.com/117163345_MTExLTgzLTkwY2FiNDEyNjQ.webp | https://pictures-nigeria.jijistatic.com/117163343_MTExLTgzLTUwZDJkMjM2YTM.webp,Automatic,,,Nigerian Used,,Ahmad Oyemomi,https://jiji.ng/ifako-ijaiye/cars/toyota-highlander-2004-green-iSFD4FLJX6ttKBGMftGVgoda.html,No faults,Toyota,Highlander,2004,,,,,,,Green,,Yes,Yes,,,
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Gray,"₦ 15,900,000",₦ 16.42 M ~ 17.2 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/114101292_NjIwLTQ2NS05YTkwNGY4YTU4.webp,https://pictures-nigeria.jijistatic.com/114101292_MTExLTgzLTlhOTA0ZjhhNTg.webp | https://pictures-nigeria.jijistatic.com/114101293_MTExLTgzLWE2ZDYwMGM2NmU.webp | https://pictures-nigeria.jijistatic.com/114101288_MTExLTgzLTA2MjQzZTlmZjI.webp | https://pictures-nigeria.jijistatic.com/114101290_MTExLTgzLTc1M2RkMDkwOTY.webp | https://pictures-nigeria.jijistatic.com/114101294_MTExLTgzLWZkOTcyOTBlYWE.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | Airbags | Electric Windows | Anti-Lock Brakes | Armrests | CD Player | Cruise Control | AM/FM Radio | Cup Holders | Electric Mirrors | Parking Sensors | Alloy Wheels | Front Fog Lamps,WAY OUT GROUP,https://jiji.ng/kubwa/cars/toyota-highlander-xle-v6-4x2-3-5l-6cyl-6a-2016-gray-axoLn7ApogEXzXVxZ9SOZYIo.html,No faults,Toyota,Highlander,2016,XLE V6 4x2 (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,Gray,7,No,Yes,,,
Toyota Highlander 2005 Silver,"₦ 2,200,000",₦ 3 M ~ 3.32 M,"Edo, Benin City",https://pictures-nigeria.jijistatic.com/114510810_NjIwLTgyNy1hZWNkNzlhNzA2.webp,https://pictures-nigeria.jijistatic.com/114510810_MTExLTE0OC1hZWNkNzlhNzA2.webp | https://pictures-nigeria.jijistatic.com/114512831_MTExLTgzLTA1NmRjMmE4ZTQ.webp | https://pictures-nigeria.jijistatic.com/114510843_MTExLTE0OC1lZThmOGYwOWY1.webp | https://pictures-nigeria.jijistatic.com/114510844_MTExLTgzLTMxY2M3NDVkOTc.webp | https://pictures-nigeria.jijistatic.com/114510846_MTExLTgzLWY1ZTNkNjI0NWE.webp,Automatic,,,Nigerian Used,,Aburime Frank,https://jiji.ng/oredo/cars/toyota-highlander-2005-silver-nBTZF7B5V0RbvOU9rmsy9Oap.html,No faults,Toyota,Highlander,2005,,,,,,,Silver,,Yes,,,,
Lexus RX 350 AWD 2014 Brown,"₦ 13,500,000",₦ 14.27 M ~ 14.71 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/51773061_img-20200901-112521-073_620x465.webp,https://pictures-nigeria.jijistatic.com/51773061_img-20200901-112521-073_111x83.webp | https://pictures-nigeria.jijistatic.com/51773057_img-20200901-112552-222_111x83.webp | https://pictures-nigeria.jijistatic.com/51773059_img-20200901-112531-358_111x83.webp | https://pictures-nigeria.jijistatic.com/51773060_img-20200901-112613-175_111x83.webp | https://pictures-nigeria.jijistatic.com/51773065_img-20200901-112750-187_111x83.webp,Automatic,71920 km,Petrol,Foreign Used,,Emeko Motors,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-awd-2014-brown-ll3gTIItTfZy325Wo8vQC2bg.html,No faults,Lexus,RX,2014,350 AWD,SUV,All Wheel,3500           cc,6,270           hp,Brown,5,No,,,,
Lexus LX 570 2011 Black,"₦ 26,500,000,",,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116842055_NjIwLTQ2NS1lODNiMGIxYjdj.webp,https://pictures-nigeria.jijistatic.com/116842055_MTExLTgzLWU4M2IwYjFiN2M.webp | https://pictures-nigeria.jijistatic.com/116842042_MTExLTgzLTUxNTliZjk5MDg.webp | https://pictures-nigeria.jijistatic.com/116842043_MTExLTgzLTBjOTFkMTRjNzg.webp | https://pictures-nigeria.jijistatic.com/116842044_MTExLTgzLWIzZTc0Y2ZhMTc.webp | https://pictures-nigeria.jijistatic.com/116842047_MTExLTE0OC0yNDg5YjNhYjZh.webp,Automatic,,Petrol,Nigerian Used,,Xsod Brown,https://jiji.ng/surulere/cars/lexus-lx-570-2011-black-2GOxLl9iX5pZNMOHTb2kE7eC.html,No faults,Lexus,LX,2011,570,SUV,All Wheel,5700           cc,8,388           hp,Black,5,Yes,,,,
Lexus RX 2011 Silver,"₦ 10,350,000",₦ 10.98 M ~ 11.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117235351_NjIwLTgyOC0zMmNlMDY1NDE0.webp,https://pictures-nigeria.jijistatic.com/117235351_MTExLTE0OC0zMmNlMDY1NDE0.webp | https://pictures-nigeria.jijistatic.com/117235344_MTExLTgzLTMyM2ZlOTQ5YzQ.webp | https://pictures-nigeria.jijistatic.com/117235348_MTExLTgzLWZhYzFiZDA5MzY.webp | https://pictures-nigeria.jijistatic.com/117235350_MTExLTgzLWIzNjU2ZDMyNTA.webp | https://pictures-nigeria.jijistatic.com/117235353_MTExLTgzLTMyMGI2M2Y2MGE.webp,Automatic,74233 km,,Foreign Used,,kwessautos,https://jiji.ng/isolo/cars/lexus-rx-2011-blue-cvBDbwVLY5EeCIDmMK3yr5EF.html,No faults,Lexus,RX,2011,,,,,,,Silver,,No,,,,
Toyota Tundra 2010 Red,"₦ 9,500,000",₦ 9.5 M ~ 12.08 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/106036301_NjIwLTQ2NS1jMmU1NDc2ZTU2.webp,https://pictures-nigeria.jijistatic.com/106036301_MTExLTgzLWMyZTU0NzZlNTY.webp | https://pictures-nigeria.jijistatic.com/106036292_MTExLTgzLTVmNjEwYWE3ZWU.webp | https://pictures-nigeria.jijistatic.com/106036293_MTExLTgzLWRhZjBmYzQ5ODI.webp | https://pictures-nigeria.jijistatic.com/106036294_MTExLTgzLWEzOTJkNWFjOTI.webp | https://pictures-nigeria.jijistatic.com/106036295_MTExLTgzLTY1NGJiMWZkMmE.webp,Automatic,,,Foreign Used,,mac-tukay motors,https://jiji.ng/ojodu/cars/toyota-tundra-2010-red-1t5chn4Exg4AohDVFfdRv3Sv.html,No faults,Toyota,Tundra,2010,,,,,,,Red,,No,,,,
New Toyota Land Cruiser 2022 Black,"₦ 106,000,000",₦ 125 M ~ 140 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/103037996_NjIwLTY3Mi03MWEwN2Q3ZTk0.webp,https://pictures-nigeria.jijistatic.com/103037996_MTExLTEyMC03MWEwN2Q3ZTk0.webp | https://pictures-nigeria.jijistatic.com/103037999_MTExLTc3LTM1N2NiNWE0YTY.webp | https://pictures-nigeria.jijistatic.com/103037989_MTExLTEzNC1iMzdjZTQyZTVj.webp | https://pictures-nigeria.jijistatic.com/111682381_MTExLTE0OC05YzkzMDYzZTk5.webp | https://pictures-nigeria.jijistatic.com/103037990_MTExLTE0OC05ZmMxOGFiZWI4.webp,Automatic,2725 km,,Brand New,,Obiorah Kodinna,https://jiji.ng/central-business-district/cars/new-toyota-land-cruiser-2022-black-abSHLTPQk7o79okCVjkFiFMn.html,No faults,Toyota,Land Cruiser,2022,,,,,,,Black,,No,,JTJDZKCA8K2******,,
Lexus RX 350 AWD 2016 Black,"₦ 26,000,000",₦ 24.05 M ~ 24.5 M,"Abuja, Lugbe District",https://pictures-nigeria.jijistatic.com/108887322_NjIwLTgyNy1lMThhNGQ4M2M0.webp,https://pictures-nigeria.jijistatic.com/108887322_MTExLTE0OC1lMThhNGQ4M2M0.webp | https://pictures-nigeria.jijistatic.com/108887324_MTExLTgzLWM1NWZkYWY2Y2I.webp | https://pictures-nigeria.jijistatic.com/108887313_MTExLTYyLTBlN2IwZjY3MDA.webp | https://pictures-nigeria.jijistatic.com/108887316_MTExLTgzLThkNTRiMjEyMDM.webp | https://pictures-nigeria.jijistatic.com/108887321_MTExLTgzLWY5ZDYxNWJhZGQ.webp,Automatic,49921 km,Petrol,Foreign Used,,Terse Samuel,https://jiji.ng/lugbe/cars/lexus-rx-350-awd-2016-black-wYsP4lx1LeXU8K6EhMk9BjQg.html,"Original parts, No faults, Unpainted",Lexus,RX,2016,350 AWD,SUV,All Wheel,3500           cc,6,295           hp,Black,5,No,,,,
Toyota Sienna LE 2002 Gold,"₦ 1,420,000,",₦ 1.8 M ~ 2 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117168729_NjIwLTQ2NS00NzNhNGQzZDkx.webp,https://pictures-nigeria.jijistatic.com/117168729_MTExLTgzLTQ3M2E0ZDNkOTE.webp | https://pictures-nigeria.jijistatic.com/117168731_MTExLTgzLTg3YjNhZWNmYmI.webp | https://pictures-nigeria.jijistatic.com/117168734_MTExLTgzLTY3M2MwMTVlZGM.webp | https://pictures-nigeria.jijistatic.com/117168736_MTExLTgzLTk4NjdiMDU3OWE.webp | https://pictures-nigeria.jijistatic.com/117168735_MTExLTgzLWU5MWZkNjlhZWM.webp,Automatic,119712 km,Petrol,Nigerian Used,,Chigo Mat,https://jiji.ng/port-harcourt/cars/toyota-sienna-le-2002-gold-ag85mbg5Wx4teF6bxnCIDqb.html,"First owner, First registration, No faults",Toyota,Sienna,2002,LE,Minivan,Front Wheel,3000           cc,6,210           hp,Gold,7,Yes,,,,
Toyota Matrix 2012 Silver,"₦ 5,800,000,",,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/95210850_NjIwLTQ2NS1jODUxYzczOWZl.webp,https://pictures-nigeria.jijistatic.com/95210850_MTExLTgzLWM4NTFjNzM5ZmU.webp | https://pictures-nigeria.jijistatic.com/95210820_MTExLTgzLWY0NTNmZTQ4OWI.webp | https://pictures-nigeria.jijistatic.com/95210786_MTExLTgzLWYyMDgwN2QwY2U.webp | https://pictures-nigeria.jijistatic.com/95210787_MTExLTgzLTU3OTM3MDY5MTM.webp | https://pictures-nigeria.jijistatic.com/95210793_MTExLTgzLWY2Mjg3NmRhNTk.webp,Automatic,80547 km,Petrol,Foreign Used,,Chi Motors,https://jiji.ng/apapa/cars/toyota-matrix-2012-silver-64fpOgdZRztRdvqPwTy8cQH6.html,"No faults, Unpainted, Original parts",Toyota,Matrix,2012,L Hatchback FWD (1.8L 4cyl 5M),Hatchback,Front Wheel,1800           cc,4,132           hp,Silver,5,No,,,,
Toyota Sequoia 2013 Gray,"₦ 12,500,000",₦ 14.32 M ~ 14.72 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/91026560_NjIwLTQ2NS0xY2EyOTRlMjI1.webp,https://pictures-nigeria.jijistatic.com/91026560_MTExLTgzLTFjYTI5NGUyMjU.webp | https://pictures-nigeria.jijistatic.com/91026486_MTExLTgzLTExNzZhNGQ1MzE.webp | https://pictures-nigeria.jijistatic.com/91026488_MTExLTgzLTkzOTg3YjJjNWU.webp | https://pictures-nigeria.jijistatic.com/91026497_MTExLTgzLWQ1NDhhNDhkNWM.webp | https://pictures-nigeria.jijistatic.com/91026544_MTExLTgzLTY0OTIzNmMxOTk.webp,Automatic,93625 km,,Foreign Used,,Hen_fel motors,https://jiji.ng/amuwo-odofin/cars/toyota-sequoia-2013-gray-xubMSKIQROu1C9QCSPm5ln6c.html,No faults,Toyota,Sequoia,2013,Platinum 4dr SUV (5.7L 8cyl 6A),SUV,,5700           cc,8,,Gray,,No,,,,
Lexus ES 350 2008 Gray,"₦ 3,900,000,",₦ 3.95 M ~ 4.2 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/116381392_NjIwLTYyMC1iODJkOWQ3Njg1.webp,https://pictures-nigeria.jijistatic.com/116381392_MTExLTExMS1iODJkOWQ3Njg1.webp | https://pictures-nigeria.jijistatic.com/116381390_MTExLTExMS0yNzlmNzUwMWNj.webp | https://pictures-nigeria.jijistatic.com/117178723_MTExLTE0OC0yZWViZGQ3MTNk.webp | https://pictures-nigeria.jijistatic.com/117178728_MTExLTE0OC00MzUxOGU2OGY5.webp | https://pictures-nigeria.jijistatic.com/117178725_MTExLTE0OC01Y2E5ZWMxMTc1.webp,Automatic,,Petrol,Nigerian Used,,Steve Exclusive Steveexclusive,https://jiji.ng/owerri-municipal/cars/lexus-es-350-2008-gray-uXVsuhEiOdGn90ZaQicISUUw.html,No faults,Lexus,ES,2008,350,Sedan,Front,,6,,Gray,5,Yes,Yes,,,
Toyota Highlander Limited 2010 White,"₦ 10,150,000",₦ 8.74 M ~ 9.3 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116386733_NjIwLTgyNy03OWZmZmU2YzE1.webp,https://pictures-nigeria.jijistatic.com/116386733_MTExLTE0OC03OWZmZmU2YzE1.webp | https://pictures-nigeria.jijistatic.com/116386731_MTExLTE0OC0zNGUxYTVjMzU3.webp | https://pictures-nigeria.jijistatic.com/116386727_MTExLTgzLWNkODIwNTZiY2Y.webp | https://pictures-nigeria.jijistatic.com/116386721_MTExLTgzLTJjNDhlYjIxNmI.webp | https://pictures-nigeria.jijistatic.com/116386722_MTExLTgzLTkxZmZlZTJhZDc.webp,Automatic,,Petrol,Foreign Used,,Nonic Motors,https://jiji.ng/amuwo-odofin/cars/toyota-highlander-limited-2010-white-txzTiafIlx1KP2i6Qcr3T7HG.html,No faults,Toyota,Highlander,2010,Limited,SUV,Front Wheel,3500           cc,6,274           hp,White,7,No,,,,
Toyota Highlander 2014 White,"₦ 15,500,000",₦ 15.48 M ~ 16.15 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/113258850_NjIwLTQ2NS02ZTUwYTViOThk.webp,https://pictures-nigeria.jijistatic.com/113258850_MTExLTgzLTZlNTBhNWI5OGQ.webp | https://pictures-nigeria.jijistatic.com/113258851_MTExLTgzLTZkYzBhNTcwNzM.webp | https://pictures-nigeria.jijistatic.com/113258852_MTExLTgzLTRkZTY2OWMyNzA.webp | https://pictures-nigeria.jijistatic.com/113258853_MTExLTgzLTgxNmNiMDkwMzI.webp | https://pictures-nigeria.jijistatic.com/113258854_MTExLTgzLTkxNzc0Yzk4Y2Y.webp,Automatic,100000 km,Petrol,Foreign Used,,Holayiwola Jharmeeu,https://jiji.ng/alimosho/cars/toyota-highlander-2014-white-CreSfIXsMxmXOPXGuHN94HST.html,No faults,Toyota,Highlander,2014,XLE 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,White,7-8,No,,,,
Ford Fusion 2017 Gray,"₦ 4,700,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/117185783_NjIwLTgyNy0yNzZlOGEwY2Q3.webp,https://pictures-nigeria.jijistatic.com/117185783_MTExLTE0OC0yNzZlOGEwY2Q3.webp | https://pictures-nigeria.jijistatic.com/117185781_MTExLTE0OC1kYzNmNDg1MDM1.webp | https://pictures-nigeria.jijistatic.com/117185785_MTExLTE0OC04NzQ4M2UxMTk0.webp | https://pictures-nigeria.jijistatic.com/117185786_MTExLTE0OC1iMGY5NDk1MDIw.webp | https://pictures-nigeria.jijistatic.com/117185787_MTExLTE0OC02MjAzZGJmZTBi.webp,Automatic,49021 km,,Nigerian Used,Air Conditioning | AM/FM Radio | Air Conditioning | Alloy Wheels | CarPlay | Sunroof | AM/FM Radio | CD Player | Airbags | Cup Holders | Leather Seats | Electric Mirrors | Electric Windows | Alloy Wheels | Airbags | Bullbar | CD Player | Front Fog Lamps | LED Headlights,Crispals Limited,https://jiji.ng/gwarinpa/cars/ford-fusion-2017-gray-kg2Wfe2FE3gQlPw9RSvdDX8B.html,"Original parts, No faults, Unpainted",Ford,Fusion,2017,,,,,,,Gray,,Yes,No,,,
Toyota Sienna LE 4WD 2007 Blue,"₦ 4,600,000",₦ 4.8 M ~ 5 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/109473244_NjIwLTgyNy1mOTE3ZDNlZjli.webp,https://pictures-nigeria.jijistatic.com/109473244_MTExLTE0OC1mOTE3ZDNlZjli.webp | https://pictures-nigeria.jijistatic.com/109473261_MTExLTE0OC03YWQ0OTEyNzQ3.webp | https://pictures-nigeria.jijistatic.com/109473280_MTExLTE0OC0zNzg0YzRhZTFm.webp | https://pictures-nigeria.jijistatic.com/109473295_MTExLTE0OC0xMjNiN2UxODI3.webp | https://pictures-nigeria.jijistatic.com/109473305_MTExLTE0OC1hY2UzNDcxYzVm.webp,Automatic,,Petrol,Foreign Used,,Ope Yemi,https://jiji.ng/osogbo/cars/toyota-sienna-le-4wd-2007-blue-ut4gClDak5zvZdoRxRKvQM7P.html,No faults,Toyota,Sienna,2007,LE 4WD,Minivan,All Wheel,3500           cc,6,270           hp,Blue,7,No,,,,
Lexus GX 470 2008 Silver,"₦ 10,700,000,",₦ 10.44 M ~ 10.56 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/113771400_NjIwLTgyNy1lMDEyY2VjYjI3.webp,https://pictures-nigeria.jijistatic.com/113771400_MTExLTE0OC1lMDEyY2VjYjI3.webp | https://pictures-nigeria.jijistatic.com/113771452_MTExLTgzLTFlNGE4ZjA5N2M.webp | https://pictures-nigeria.jijistatic.com/113771453_MTExLTgzLWNjNTdlYjE5YmY.webp | https://pictures-nigeria.jijistatic.com/113786969_MTExLTg5LWI0NTFmNWRkZTc.webp | https://pictures-nigeria.jijistatic.com/113787019_MTExLTg5LTE1ZGRmNzAwYWU.webp,Automatic,70000 km,Petrol,Foreign Used,Sidesteps | Air Conditioning | Cup Holders | Armrests | AM/FM Radio | Roof Rack | Alloy Wheels | Airbags | Leather Seats,FUNTO AUTOLAND,https://jiji.ng/surulere/cars/lexus-gx-470-2008-silver-tzFYtUM6gLvEGCrNaRWf8QgD.html,No faults,Lexus,GX,2008,470,,All Wheel,4700           cc,8,267           hp,Silver,7,No,,JTJBT20X780******,,
Lexus GX 2011 Black,"₦ 15,500,000",₦ 14.5 M ~ 15.46 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116437149_NjIwLTQ2NS1lNDBhZmI5MjY0.webp,https://pictures-nigeria.jijistatic.com/116437149_MTExLTgzLWU0MGFmYjkyNjQ.webp | https://pictures-nigeria.jijistatic.com/116437147_MTExLTgzLTkzOTg2YmViMjk.webp | https://pictures-nigeria.jijistatic.com/116437137_MTExLTgzLWFmOThkNmU4NGE.webp | https://pictures-nigeria.jijistatic.com/116437133_MTExLTgzLTc1OTBmMzVhY2Y.webp | https://pictures-nigeria.jijistatic.com/116437138_MTExLTgzLTViNmM3OTMxMmY.webp,Automatic,,,Nigerian Used,,CRATES EMPIRE,https://jiji.ng/ikeja/cars/lexus-gx-2011-black-3b0kD8SgWyZkCQRPXeGmWYb0.html,No faults,Lexus,GX,2011,,,,,,,Black,,,,,,
Lexus ES 350 FWD 2015 White,"₦ 14,000,000",₦ 13.5 M ~ 14 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/117347353_NjIwLTQ2NS1mMGIyNzE1MTU5.webp,https://pictures-nigeria.jijistatic.com/117347353_MTExLTgzLWYwYjI3MTUxNTk.webp | https://pictures-nigeria.jijistatic.com/117347346_MTExLTgzLTFiMTBmNzc0ODA.webp | https://pictures-nigeria.jijistatic.com/117347351_MTExLTgzLTkzZWY0NDE0Y2M.webp | https://pictures-nigeria.jijistatic.com/117347354_MTExLTgzLTM2NWU1MTRhNmI.webp | https://pictures-nigeria.jijistatic.com/117347342_MTExLTgzLTY1NDVhZGVkMjE.webp,Automatic,,Petrol,Foreign Used,,GRANT AUTO GROUP,https://jiji.ng/apapa/cars/lexus-es-350-fwd-2015-white-Cwz9cEgq8AlckGzhgXIQw0Xc.html,No faults,Lexus,ES,2015,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,White,5,No,,,,
Peugeot 406 2005 Blue,"₦ 1,230,000",₦ 1.35 M ~ 1.5 M,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/115277333_NjIwLTQ2NS1iOGY1OWQyMDg3.webp,https://pictures-nigeria.jijistatic.com/115277333_MTExLTgzLWI4ZjU5ZDIwODc.webp | https://pictures-nigeria.jijistatic.com/115277328_MTExLTgzLTE0OTc1ZGE4ZWQ.webp | https://pictures-nigeria.jijistatic.com/115277334_MTExLTgzLWM2MGNlMGMyNTA.webp | https://pictures-nigeria.jijistatic.com/115277329_MTExLTgzLWU2N2Y1MjQyYTA.webp | https://pictures-nigeria.jijistatic.com/115277330_MTExLTgzLWQzNDMxYTY4NTM.webp,Manual,880000 km,,Nigerian Used,CD Player | Air Conditioning | Front Fog Lamps | Air Conditioning | AM/FM Radio | CD Player | AM/FM Radio | Electric Mirrors | Parking Sensors | Roof Rack | Cup Holders | Spotlight,akindele walcot,https://jiji.ng/kaduna-north/cars/peugeot-406-2005-blue-zgUD1yX03c2BG7o56A4H6uGu.html,No faults,Peugeot,406,2005,,,,,,,Blue,,No,,,,
