Name,Price,Market price,Location,Thumbnail,Images,Gear,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Corolla 2010 Silver,"₦ 3,750,000",₦ 4.7 M ~ 4.9 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/102214723_NjIwLTgyNy1mMGVkYjNhZWJm.webp,https://pictures-nigeria.jijistatic.com/102214723_MTExLTE0OC1mMGVkYjNhZWJm.webp | https://pictures-nigeria.jijistatic.com/102214726_MTExLTE0OC1lODFiOWEyNTU1.webp | https://pictures-nigeria.jijistatic.com/102214761_MTExLTE0OC1iMDhmMTBjMWVk.webp | https://pictures-nigeria.jijistatic.com/102214724_MTExLTgzLTRiY2I1MDdhMDI.webp | https://pictures-nigeria.jijistatic.com/102214769_MTExLTE0OC0wMjExYzIxZDAz.webp,Automatic,,Papas Express,https://jiji.ng/surulere/cars/toyota-corolla-2010-silver-a02Qk3KgXFLqp1s3qe4qI8SO.html,"No faults, Unpainted, Original parts",Toyota,Corolla,2010,,,,,,,Silver,,No,No,,,
Toyota Tundra 2016 Brown,"₦ 25,100,000",₦ 23.15 M ~ 24.5 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/111020641_NjIwLTQ0MS03ZDJkMjg5NTY3.webp,https://pictures-nigeria.jijistatic.com/111020641_MTExLTc5LTdkMmQyODk1Njc.webp | https://pictures-nigeria.jijistatic.com/111020543_MTExLTgzLTcwNWFlMmE1Yjg.webp | https://pictures-nigeria.jijistatic.com/111020544_MTExLTgzLTE2NTc1N2Y3OGE.webp | https://pictures-nigeria.jijistatic.com/111020547_MTExLTgzLTFlMTcxMGRhMzA.webp | https://pictures-nigeria.jijistatic.com/111020548_MTExLTgzLTdmNTM1MWMxMmQ.webp,Automatic,,Drew Emu,https://jiji.ng/ojodu/cars/toyota-tundra-2016-brown-C4QqPxZLn6vPBQal5e2bnwGs.html,No faults,Toyota,Tundra,2016,Limited 5.7L V8 w/FFV 4x4 Double Cab 6.6 ft. box 145.7 in. WB,Pickup,4x4,5700           cc,8,381           hp,Brown,5,,,,,
Toyota Camry 2013 Gray,"₦ 7,500,000",₦ 7.5 M ~ 7.87 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116447254_NjIwLTQ2NS0wMzViNDJkNTI3.webp,https://pictures-nigeria.jijistatic.com/116447254_MTExLTgzLTAzNWI0MmQ1Mjc.webp | https://pictures-nigeria.jijistatic.com/116447259_MTExLTgzLTI1MDRhYzJhM2I.webp | https://pictures-nigeria.jijistatic.com/116447252_MTExLTgzLTIwNGNmMDc0YTA.webp | https://pictures-nigeria.jijistatic.com/116447253_MTExLTgzLWRkYWIwZjZjYTc.webp | https://pictures-nigeria.jijistatic.com/116447255_MTExLTgzLWM0N2UyYzVmYzY.webp,Automatic,Alloy Wheels | Airbags | Air Conditioning | CD Player,Godson Okeke,https://jiji.ng/surulere/cars/toyota-camry-2013-gray-5XqDQdK7j5ZpCweDRXxEbuz6.html,No faults,Toyota,Camry,2013,SE V6 4dr Sedan (3.5L 6cyl 6A),,Front,3500           cc,6,268           hp,Gray,5,No,,,,
Toyota Sienna XLE 2002 Black,"₦ 2,500,000",₦ 1.74 M ~ 1.88 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/117228320_NjIwLTgyNy0yYmI3NWQ5MzYx.webp,https://pictures-nigeria.jijistatic.com/117228320_MTExLTE0OC0yYmI3NWQ5MzYx.webp | https://pictures-nigeria.jijistatic.com/117228310_MTExLTE0OC1iMTVmMmZmNmFl.webp | https://pictures-nigeria.jijistatic.com/117228309_MTExLTE0OC0wMDlkNjUzNzJl.webp | https://pictures-nigeria.jijistatic.com/117228313_MTExLTE0OC0yYTNkNmEyNTc0.webp | https://pictures-nigeria.jijistatic.com/117228315_MTExLTE0OC0xMWUwYzVhOWEx.webp,Automatic,Air Conditioning | Electric Mirrors | AM/FM Radio | Alloy Wheels | Electric Windows,Ekp Motors,https://jiji.ng/warri-south/cars/toyota-sienna-xle-2002-black-ktKbX5UhQZYNyloTfe4kXvGq.html,No faults,Toyota,Sienna,2002,XLE,Minivan,Front Wheel,3000           cc,6,210           hp,Black,7,Yes,Yes,,,
Toyota Highlander Hybrid Limited 4x4 2007 Black,"₦ 3,000,000",₦ 3.36 M ~ 3.78 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/115587916_NjIwLTQ2NS04NmU1ZjFlNzAx.webp,https://pictures-nigeria.jijistatic.com/115587916_MTExLTgzLTg2ZTVmMWU3MDE.webp | https://pictures-nigeria.jijistatic.com/115587907_MTExLTgzLTVjOTBmYjJjM2I.webp | https://pictures-nigeria.jijistatic.com/115587910_MTExLTgzLTFkNWViOGU2ZTY.webp | https://pictures-nigeria.jijistatic.com/115587909_MTExLTgzLTAxYzA4MTNkMzY.webp | https://pictures-nigeria.jijistatic.com/115587914_MTExLTgzLWIwMzFhYTdkY2M.webp,Automatic,Air Conditioning | Airbags | Android Auto | Alloy Wheels | AM/FM Radio,Goldmind Automobile,https://jiji.ng/magodo/cars/toyota-highlander-hybrid-limited-4x4-2007-black-xxrNhNBQmgykDFxhGzQgkY6Y.html,No faults,Toyota,Highlander,2007,Hybrid Limited 4x4,SUV,All Wheel,3300           cc,6,272           hp,Black,5,Yes,,,,
Land Rover Range Rover Sport 4.2 V8 SC 2008 Black,"₦ 6,000,000",₦ 3.7 M ~ 3.93 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116834624_NjIwLTgyNy04OGQ5ZDYyZjhl.webp,https://pictures-nigeria.jijistatic.com/116834624_MTExLTE0OC04OGQ5ZDYyZjhl.webp | https://pictures-nigeria.jijistatic.com/116834362_MTExLTgzLTc3ZDE2ZTFlMDg.webp | https://pictures-nigeria.jijistatic.com/116834358_MTExLTgzLWE5OGM4MGIyMzE.webp | https://pictures-nigeria.jijistatic.com/116834349_MTExLTgzLTE1MzQ2OWM2ZDI.webp | https://pictures-nigeria.jijistatic.com/116834360_MTExLTgzLWMyNjY0ZmZkMTc.webp,Automatic,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Parking Assist | Roof Rack | LED Headlights | Alloy Wheels | Cruise Control | CD Player | AM/FM Radio | Traction Control | Armrests | Electric Windows | Sidesteps | Leather Seats | Anti-Lock Brakes | Xenon Lights | Front Fog Lamps | CarPlay | Bullbar,Fear Not Automobiles,https://jiji.ng/ojodu/cars/land-rover-range-rover-sport-4-2-v8-sc-2008-black-rsNWsS9Z91VRWfqADC8PVl4x.html,"No faults, Original parts",Land Rover,Range Rover Sport,2008,4.2 V8 SC,SUV,All Wheel,4200           cc,8,390           hp,Black,5,Yes,No,,,
Toyota Sienna XLE AWD 2009 Gold,"₦ 3,900,000",₦ 5.1 M ~ 5.55 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115673073_NjIwLTEzNzgtY2M5NDA0OTJlYQ.webp,https://pictures-nigeria.jijistatic.com/115673073_MTExLTI0Ny1jYzk0MDQ5MmVh.webp | https://pictures-nigeria.jijistatic.com/115673071_MTExLTI0Ny1iZmU5ODg2ZDA1.webp | https://pictures-nigeria.jijistatic.com/115673069_MTExLTI0Ny02OGNlMDVjOGU5.webp | https://pictures-nigeria.jijistatic.com/115673070_MTExLTI0Ny1hYzc2MzE2M2Uy.webp | https://pictures-nigeria.jijistatic.com/115673072_MTExLTI0Ny00NmU3ZmMwYTdi.webp,Automatic,Leather Seats | Anti-Lock Brakes | Sunroof | Air Conditioning | Airbags | Roof Rack | Alloy Wheels | CD Player | AM/FM Radio,Sunny Auto Mobiles,https://jiji.ng/apapa/cars/toyota-sienna-xle-awd-2009-gold-5RoUgc9aWUqif4j93rk1RuwF.html,"First owner, No faults, Original parts",Toyota,Sienna,2009,XLE AWD,Minivan,All Wheel,3500           cc,6,270           hp,Gold,7,No,Yes,,,
Toyota Land Cruiser 2003 Brown,"₦ 8,200,000,",,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/116474735_NjIwLTQ2NS05NDk2NDJkODU0.webp,https://pictures-nigeria.jijistatic.com/116474735_MTExLTgzLTk0OTY0MmQ4NTQ.webp | https://pictures-nigeria.jijistatic.com/116474725_MTExLTgzLWY2Y2Q5NmU1MGM.webp | https://pictures-nigeria.jijistatic.com/116474727_MTExLTE0OC0zYzg0ZDExYjc3.webp | https://pictures-nigeria.jijistatic.com/116474732_MTExLTgzLTMwMDdlMzU3NjU.webp | https://pictures-nigeria.jijistatic.com/116474738_MTExLTgzLTQ4NjMwODg5ZjM.webp,Automatic,,Leonard autoconcepts,https://jiji.ng/apapa/cars/toyota-land-cruiser-2003-brown-BdVcj3aRwIqCd3cNwUvNZrjl.html,No faults,Toyota,Land Cruiser,2003,,,,,,,Brown,,No,,,,
Lexus RX 300 4WD 2002 Gray,"₦ 2,500,000,",₦ 2.3 M ~ 2.4 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117212652_NjIwLTgyNy1hNDg1OWIyMTZi.webp,https://pictures-nigeria.jijistatic.com/117212652_MTExLTE0OC1hNDg1OWIyMTZi.webp | https://pictures-nigeria.jijistatic.com/117212642_MTExLTgzLWY2MDg4OGM0ZmU.webp | https://pictures-nigeria.jijistatic.com/117212650_MTExLTgzLTYwZmIyMDFhODY.webp | https://pictures-nigeria.jijistatic.com/117212651_MTExLTgzLWJmNGZhNTExODU.webp | https://pictures-nigeria.jijistatic.com/117212653_MTExLTgzLTg5ZDc3NmYwZmE.webp,Automatic,,Littleolmi Autos,https://jiji.ng/ifako-ijaiye/cars/lexus-rx-300-4wd-2002-gray-aWIYEXbIIpKk7LbOB64oqQs8.html,Unpainted,Lexus,RX,2002,300 4WD,SUV,All Wheel,3000           cc,6,201           hp,Gray,5,Yes,,,,
Lexus GS 2009 Silver,"₦ 5,500,000",₦ 5.9 M ~ 6.3 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/112812240_NjIwLTEzNzQtMTliMzJhNGYxNw.webp,https://pictures-nigeria.jijistatic.com/112812240_MTExLTI0Ni0xOWIzMmE0ZjE3.webp | https://pictures-nigeria.jijistatic.com/112812223_MTExLTI0Ni02MDVlMjY2ZjM2.webp | https://pictures-nigeria.jijistatic.com/112812224_MTExLTI0Ni01ZmE3MGE1OTRh.webp | https://pictures-nigeria.jijistatic.com/112814414_MTExLTI0Ni04N2UxN2M1ZjEw.webp | https://pictures-nigeria.jijistatic.com/112812236_MTExLTI0Ni0yNWY3MjY3OTg0.webp,Automatic,Electric Mirrors | Anti-Lock Brakes | Sunroof | CarPlay | Cup Holders | CD Player | Alloy Wheels | AM/FM Radio | Spotlight | Air Conditioning | Front Fog Lamps | Airbags | Electric Windows | Armrests,"KAYUS AUTOS, LAND & BUILDING",https://jiji.ng/osogbo/cars/lexus-gs-2009-silver-7CijLT2ae6j09SHQo5WvaENP.html,No faults,Lexus,GS,2009,,,,,,,Silver,,Yes,,,,
Infiniti G 2011 Silver,"₦ 6,000,000,",,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/107060520_NjIwLTYzNi04ZDZjOWE0ZGMz.webp,https://pictures-nigeria.jijistatic.com/107060520_MTExLTExNC04ZDZjOWE0ZGMz.webp | https://pictures-nigeria.jijistatic.com/107059264_MTExLTkwLTQ3ZWEzODBkYWY.webp | https://pictures-nigeria.jijistatic.com/107059269_MTExLTY4LWFmNzdjOTI5MTI.webp | https://pictures-nigeria.jijistatic.com/107059273_MTExLTgzLTU1ZWY1NmZhYzg.webp | https://pictures-nigeria.jijistatic.com/108990134_MTExLTE0OC0xZjAzY2Q1YzE4.webp,Automatic,,Wale Oyekanmi,https://jiji.ng/magodo/cars/infiniti-g-2011-silver-dbDXWpKyS6cpeAylwFlX3BZH.html,No faults,Infiniti,G,2011,,,,,,,Silver,,No,No,,,
Land Rover Range Rover 2018 Silver,"₦ 65,000,000",₦ 64.6 M ~ 66.1 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/108802163_NjIwLTQ5OC0xNWM3NzY1MTM0.webp,https://pictures-nigeria.jijistatic.com/108802163_MTExLTg5LTE1Yzc3NjUxMzQ.webp | https://pictures-nigeria.jijistatic.com/108802186_MTExLTg5LWYxNjE4MGU1OTE.webp | https://pictures-nigeria.jijistatic.com/108802223_MTExLTg5LTIyNjgxZjYwMmE.webp | https://pictures-nigeria.jijistatic.com/108802241_MTExLTg5LTAzNmQyZmVlOGM.webp | https://pictures-nigeria.jijistatic.com/108802291_MTExLTg5LTRmNGZmNGJkMWQ.webp,Automatic,,Larrycars Autos,https://jiji.ng/ojodu/cars/land-rover-range-rover-2018-silver-d8ta9l5XKt8NoKXq3tsYz72n.html,"Original parts, No faults, Unpainted",Land Rover,Range Rover,2018,,,,,,,Silver,,No,,,,
Lexus GX 460 Premium 2013 White,"₦ 19,500,000,",₦ 20 M ~ 22.38 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117202570_NjIwLTgyOS0yZTM5ZjUwY2Nk.webp,https://pictures-nigeria.jijistatic.com/117202570_MTExLTE0OC0yZTM5ZjUwY2Nk.webp | https://pictures-nigeria.jijistatic.com/117202571_MTExLTgzLTgyYmZmZTRmYTE.webp | https://pictures-nigeria.jijistatic.com/117202574_MTExLTgzLTY3MjEwYTYzMDI.webp | https://pictures-nigeria.jijistatic.com/117202582_MTExLTE0OC0xY2I1NjdiYTgx.webp | https://pictures-nigeria.jijistatic.com/117202581_MTExLTgzLTQyNTU3N2VlOTI.webp,Automatic,,Kunly Oyeniyi,https://jiji.ng/ojodu/cars/lexus-gx-460-premium-2013-white-nrwnmmSV27PtSx3RI0SeYZld.html,No faults,Lexus,GX,2013,460 Premium,SUV,,4600           cc,8,301           hp,White,7,No,,,,
Mazda CX-9 2012 Gray,"₦ 6,900,000",₦ 6.01 M ~ 6.34 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117174459_NjIwLTI3OS1mNzI1MTkxZTk2.webp,https://pictures-nigeria.jijistatic.com/117174459_MTExLTUwLWY3MjUxOTFlOTY.webp | https://pictures-nigeria.jijistatic.com/117174445_MTExLTUwLTQyYmMyMDQwNzY.webp | https://pictures-nigeria.jijistatic.com/117174453_MTExLTUwLTE1Yzg0MDkzOTE.webp | https://pictures-nigeria.jijistatic.com/117174454_MTExLTUwLWUyMGIxNWViMmM.webp | https://pictures-nigeria.jijistatic.com/117174457_MTExLTUwLWZlY2Q3N2RmMTg.webp,Automatic,,Mobile Global Autos,https://jiji.ng/ojodu/cars/mazda-cx-9-2012-gray-C7sWgzGjqaZOkkOlGeewg7Nn.html,No faults,Mazda,CX-9,2012,,,,,,,Gray,,No,,,,
Hyundai Sonata 2015 Black,"₦ 9,000,000,",₦ 7.88 M ~ 8.4 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/117150716_NjIwLTQ2NS0wMjc4ZGU3NTVm.webp,https://pictures-nigeria.jijistatic.com/117150716_MTExLTgzLTAyNzhkZTc1NWY.webp | https://pictures-nigeria.jijistatic.com/117150715_MTExLTgzLTQyZjhlNjEzOWU.webp | https://pictures-nigeria.jijistatic.com/117150714_MTExLTgzLTFhY2Y4NmIzNTM.webp | https://pictures-nigeria.jijistatic.com/117150720_MTExLTgzLWVkZmM1ZTBhZTU.webp | https://pictures-nigeria.jijistatic.com/117150719_MTExLTgzLTRhMzYyNjZhYTU.webp,Automatic,Front Fog Lamps | Air Conditioning | Parking Assist | Roof Rack | Cup Holders | AM/FM Radio | CarPlay | LED Headlights | Anti-Lock Brakes | Airbags | Electric Windows | Leather Seats | Sunroof | Armrests | CD Player | Traction Control | Cruise Control | Alloy Wheels | Blind Spot Monitor | Electric Mirrors,wale,https://jiji.ng/magodo/cars/hyundai-sonata-2015-black-bapAo6nCdo7bDl05ksK9btQv.html,No faults,Hyundai,Sonata,2015,Limited 2.0T w/Black Leather and Gray Accents 4dr Sedan (2.0L 4c,Sedan,Front Wheel,2000           cc,4,245           hp,Black,,No,,,,
Toyota Corolla 2015 Blue,"₦ 7,700,000,",₦ 7.41 M ~ 7.68 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/117226466_NjIwLTI4MC05MGFmMmIxMDQ4.webp,https://pictures-nigeria.jijistatic.com/117226466_MTExLTUwLTkwYWYyYjEwNDg.webp | https://pictures-nigeria.jijistatic.com/117226448_MTExLTUwLTUzYjk3Y2YzZTY.webp | https://pictures-nigeria.jijistatic.com/117226451_MTExLTUwLTMxZGM5MzgyNzM.webp | https://pictures-nigeria.jijistatic.com/117226454_MTExLTUwLTU0MjIxNWIzMDI.webp | https://pictures-nigeria.jijistatic.com/117226459_MTExLTUwLTQ1YjA3NTQzOGM.webp,Automatic,Air Conditioning | AM/FM Radio | LED Headlights | Cruise Control | Airbags | Cup Holders | Electric Mirrors | Leather Seats | Armrests | Front Fog Lamps | Alloy Wheels | CD Player | Anti-Lock Brakes,"KAYUS AUTOS, LAND & BUILDING",https://jiji.ng/osogbo/cars/toyota-corolla-2015-blue-8E7oGLO7CgRNM0C9Bvl0DEQs.html,"Unpainted, Original parts, No faults",Toyota,Corolla,2015,S 4dr Sedan (1.8L 4cyl CVT),Sedan,Front,1800           cc,4,132           hp,Blue,,No,Yes,,,
Toyota Corolla 2013 Blue,"₦ 5,500,000",₦ 5.8 M ~ 6.2 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/95505865_NjIwLTQ2NS1kZGRjNTYxZmMwLTE.webp,https://pictures-nigeria.jijistatic.com/95505865_MTExLTgzLWRkZGM1NjFmYzAtMQ.webp | https://pictures-nigeria.jijistatic.com/95505866_MTExLTgzLThiZWFjMThhZDMtMQ.webp | https://pictures-nigeria.jijistatic.com/95505864_MTExLTgzLTFjYTUwZTFmYTktMQ.webp | https://pictures-nigeria.jijistatic.com/95505867_MTExLTgzLWVmMTI2NTVkMjMtMQ.webp | https://pictures-nigeria.jijistatic.com/95505861_MTExLTgzLTJlYzQwMmZhYzItMQ.webp,Automatic,,CHEVIX AUTOS,https://jiji.ng/magodo/cars/toyota-corolla-2013-blue-5t6WnHUB2ns5cBZxRY7gW9Pf.html,"Unpainted, Original parts, No faults",Toyota,Corolla,2013,LE 4dr Sedan (1.8L 4cyl 4A),Sedan,Front,1800           cc,4,132           hp,Blue,5,No,,,,
Toyota Camry 2013 Red,"₦ 7,300,000,",₦ 7.33 M ~ 7.55 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117234648_NjIwLTgyNy1lMWMyNjYwNmQy.webp,https://pictures-nigeria.jijistatic.com/117234648_MTExLTE0OC1lMWMyNjYwNmQy.webp | https://pictures-nigeria.jijistatic.com/117229303_MTExLTgzLWVmNDc5YTU1ZTY.webp | https://pictures-nigeria.jijistatic.com/117234639_MTExLTE0OC05ZGIyMjE1NWM0.webp | https://pictures-nigeria.jijistatic.com/117229309_MTExLTgzLTZmODdjNmZiYzI.webp | https://pictures-nigeria.jijistatic.com/117234640_MTExLTE0OC04NWFkZmQxMjdj.webp,Automatic,Air Conditioning | Alloy Wheels,Yokade motors Ltd,https://jiji.ng/ojodu/cars/toyota-camry-2013-red-rtNBnr0hvmyDm6lAK60BR1ag.html,No faults,Toyota,Camry,2013,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Red,5,No,,,,
Toyota Camry 2012 Silver,"₦ 6,000,000",₦ 6 M ~ 6.53 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/98665626_NjIwLTgyNy0xZTc2MzFhZTdk.webp,https://pictures-nigeria.jijistatic.com/98665626_MTExLTE0OC0xZTc2MzFhZTdk.webp | https://pictures-nigeria.jijistatic.com/98665367_MTExLTE0OC05MzY2NjllZTEw.webp | https://pictures-nigeria.jijistatic.com/98665385_MTExLTgzLTA1ZGZlOGJhZWM.webp | https://pictures-nigeria.jijistatic.com/98665408_MTExLTgzLTA5MWI3YmUyZjg.webp | https://pictures-nigeria.jijistatic.com/98665455_MTExLTgzLWM1ZGY5Y2E5ZWY.webp,Automatic,,D Wanner,https://jiji.ng/osogbo/cars/toyota-camry-2012-silver-A0ePIYOdXIBhoM3RE5FvQ8L2.html,No faults,Toyota,Camry,2012,L 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Silver,5,,,,,
Lexus ES 350 2010 Black,"₦ 6,100,000",₦ 6.76 M ~ 7 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/110956995_NjIwLTQ2NS1iMjI5Mzg0M2Vk.webp,https://pictures-nigeria.jijistatic.com/110956995_MTExLTgzLWIyMjkzODQzZWQ.webp | https://pictures-nigeria.jijistatic.com/110956993_MTExLTgzLWI4MTUzZmQ2MjA.webp | https://pictures-nigeria.jijistatic.com/110956994_MTExLTgzLTY4NWQwYmZiZGM.webp | https://pictures-nigeria.jijistatic.com/110853461_MTExLTgzLWQxNjg1YjE5MTA.webp | https://pictures-nigeria.jijistatic.com/110853488_MTExLTgzLWYwZTkwNzdiYWU.webp,Automatic,AM/FM Radio | CD Player | Leather Seats | Alloy Wheels | Front Fog Lamps | Airbags | Air Conditioning | Electric Mirrors,Adesogbon Oluwatobi,https://jiji.ng/ifako-ijaiye/cars/lexus-es-350-2010-black-eJPk3mdAQ4iGbKyFDmkkx2nj.html,"No faults, Original parts, Unpainted",Lexus,ES,2010,350,Sedan,Front,,6,,Black,5,No,Yes,,,
Toyota Highlander 2015 Gray,"₦ 10,850,000,",₦ 12.5 M ~ 13.34 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/116875245_NjIwLTgyNy0yYmRlOWY0ZDI4.webp,https://pictures-nigeria.jijistatic.com/116875245_MTExLTE0OC0yYmRlOWY0ZDI4.webp | https://pictures-nigeria.jijistatic.com/116875247_MTExLTE0OC1jNjAwZjFmNDM4.webp | https://pictures-nigeria.jijistatic.com/116875248_MTExLTE0OC0zZjEzN2ZlYjgz.webp | https://pictures-nigeria.jijistatic.com/116875249_MTExLTE0OC1hOTgyMjliY2Rj.webp | https://pictures-nigeria.jijistatic.com/116875250_MTExLTE0OC00YzI0ZGIzYTZl.webp,Automatic,,DAVID,https://jiji.ng/alimosho/cars/toyota-highlander-2015-gray-yWRuVQNDPBi3Me7WNxwsSg85.html,No faults,Toyota,Highlander,2015,,,,,,,Gray,,Yes,,,,
GMC Sierra 2008 White,"₦ 12,500,000",,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/102473544_NjIwLTQ2NS04OTE0OGZlOWVm.webp,https://pictures-nigeria.jijistatic.com/102473544_MTExLTgzLTg5MTQ4ZmU5ZWY.webp | https://pictures-nigeria.jijistatic.com/102473569_MTExLTgzLTY5MTUyYTI4YTc.webp | https://pictures-nigeria.jijistatic.com/102473597_MTExLTE0OC1jNTBiMGY5Nzg0.webp | https://pictures-nigeria.jijistatic.com/102473709_MTExLTgzLTRjYzQ3ZmNjNzY.webp | https://pictures-nigeria.jijistatic.com/102473699_MTExLTgzLTMxN2Q3YWIyZTQ.webp,Automatic,,Don k&j autos,https://jiji.ng/jabi/cars/gmc-sierra-2008-white-zyOUjxB1kuuA9YeyHDT7CPby.html,No faults,GMC,Sierra,2008,,,,,,,White,,,,,,
Mercedes-Benz C350 2012 Gray,"₦ 3,150,000",,"Delta, Warri",https://pictures-nigeria.jijistatic.com/90082479_NjIwLTgyNy1lNGQ4MTdmY2Mz.webp,https://pictures-nigeria.jijistatic.com/90082479_MTExLTE0OC1lNGQ4MTdmY2Mz.webp | https://pictures-nigeria.jijistatic.com/90082478_MTExLTE0OC03NmI4ZjhiZjZl.webp | https://pictures-nigeria.jijistatic.com/90082482_MTExLTE0OC1hNWJhYjEyM2Iy.webp | https://pictures-nigeria.jijistatic.com/90082481_MTExLTE0OC0wZGNiYjI2MTU4.webp | https://pictures-nigeria.jijistatic.com/90082483_MTExLTE0OC01ZWIxNzkyNzc0.webp,Automatic,,Oscar Jomo,https://jiji.ng/warri-south/cars/mercedes-benz-c350-2012-gray-rPAAMlwlvifa4dVlakGpIWv9.html,"Unpainted, No faults",Mercedes-Benz,C350,2012,,,,,,,Gray,,Yes,Yes,,,
Hyundai Veracruz Limited 4WD 2008 Black,"₦ 5,700,000",₦ 4.86 M ~ 5.64 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/101180134_NjIwLTgyNy1jNDI3YjcwZjli.webp,https://pictures-nigeria.jijistatic.com/101180134_MTExLTE0OC1jNDI3YjcwZjli.webp | https://pictures-nigeria.jijistatic.com/101180127_MTExLTgzLTE0OTlmN2ZiNjA.webp | https://pictures-nigeria.jijistatic.com/101180128_MTExLTE0OC02N2Y1NDBlMTcz.webp | https://pictures-nigeria.jijistatic.com/101180129_MTExLTgzLTY3NmM5NDM1NmU.webp | https://pictures-nigeria.jijistatic.com/101180131_MTExLTE0OC04M2Y0MDkxNDAx.webp,Automatic,,Uche Okeke,https://jiji.ng/ajah/cars/hyundai-veracruz-limited-4wd-2008-black-nmRTpgupShXxosnRfgDuDIBz.html,No faults,Hyundai,Veracruz,2008,Limited 4WD,SUV,All Wheel,3800           cc,6,264           hp,Black,7,,,,,
Lexus RX 350 F Sport AWD 2016 Black,"₦ 23,000,000",₦ 24.12 M ~ 24.58 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/116883345_NjA4LTEwODAtZjNkNmRkMjAxMA.webp,https://pictures-nigeria.jijistatic.com/116883345_MTExLTE5Ny1mM2Q2ZGQyMDEw.webp | https://pictures-nigeria.jijistatic.com/116883342_MTExLTE0OC1lZjllMDExZWMy.webp | https://pictures-nigeria.jijistatic.com/116883319_MTExLTgzLTQ5NzBkNDQ1ZTc.webp | https://pictures-nigeria.jijistatic.com/116883334_MTExLTgzLTQzOWI0OGQ2Y2I.webp | https://pictures-nigeria.jijistatic.com/116883326_MTExLTE5Ny0zMDE4NjIwM2Y3.webp,Automatic,,prime- Touch Boutique,https://jiji.ng/ikoyi-obalende/cars/lexus-rx-350-f-sport-awd-2016-black-eQnQDzhABMQTIxd25M7Mdpn6.html,No faults,Lexus,RX,2016,350 F Sport AWD,SUV,All Wheel,3500           cc,6,295           hp,Black,5,No,No,,,
Toyota Highlander XLE AWD 2020 Black,"₦ 22,500,000",₦ 34.55 M ~ 37.9 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/114253709_NjIwLTQ2NS0xYmUyNjdjNDFlLTE.webp,https://pictures-nigeria.jijistatic.com/114253709_MTExLTgzLTFiZTI2N2M0MWUtMQ.webp | https://pictures-nigeria.jijistatic.com/114253706_MTExLTgzLTc0MTNhMjIzYzgtMQ.webp | https://pictures-nigeria.jijistatic.com/114253708_MTExLTgzLTEwYmJlODY4OWYtMQ.webp | https://pictures-nigeria.jijistatic.com/114253640_MTExLTgzLThjNWE2ZmU4NjctMQ.webp | https://pictures-nigeria.jijistatic.com/114253743_MTExLTgzLWEwNzIyNTJjOGUtMQ.webp,Automatic,,Best Autos Nigeria Limited,https://jiji.ng/jabi/cars/toyota-highlander-xle-awd-2020-black-Bdtd0t4l91GuDdWWlm0ZdQXv.html,No faults,Toyota,Highlander,2020,XLE AWD,SUV,All Wheel,3500           cc,6,295           hp,Black,7 or 8,No,Yes,,,
